Name,Email,Created at,Total,Lineitem sku,Lineitem quantity,Lineitem price,Lineitem line_price
#105939,swalsh@yahoo.com,2023-01-07 12:04:00,142.15,ELE-023,2,47.98,95.96
#105940,swalsh@yahoo.com,2023-03-03 20:43:00,97.03,SPO-016,1,44.24,44.24
#105940,swalsh@yahoo.com,2023-03-03 20:43:00,97.03,BEA-006,1,52.79,52.79
#105941,swalsh@yahoo.com,2023-04-15 18:01:00,225.01,BEA-011,3,58.60,175.81
#105941,swalsh@yahoo.com,2023-04-15 18:01:00,225.01,SPO-028,2,24.60,49.20
#105942,swalsh@yahoo.com,2023-04-18 23:41:00,203.76,SPO-005,3,28.13,84.39
#105942,swalsh@yahoo.com,2023-04-18 23:41:00,203.76,SPO-024,3,39.79,119.37
#105943,kcarter@steele.info,2022-08-31 20:46:00,141.38,SPO-021,3,20.23,60.69
#105943,kcarter@steele.info,2022-08-31 20:46:00,141.38,ELE-018,3,26.90,80.69
#105944,kcarter@steele.info,2022-08-24 03:23:00,204.00,CLO-019,1,43.49,43.49
#105944,kcarter@steele.info,2022-08-24 03:23:00,204.00,SPO-021,3,46.39,139.18
#105944,kcarter@steele.info,2022-08-24 03:23:00,204.00,HOM-022,1,21.33,21.33
#105946,michaelmatthews@barry-weaver.com,2022-11-08 05:21:00,239.88,HOM-021,3,52.80,158.41
#105946,michaelmatthews@barry-weaver.com,2022-11-08 05:21:00,239.88,SPO-026,2,27.49,54.98
#105946,michaelmatthews@barry-weaver.com,2022-11-08 05:21:00,239.88,HOM-001,1,26.49,26.49
#105947,michaelmatthews@barry-weaver.com,2022-12-08 22:51:00,126.00,ELE-019,2,31.12,62.24
#105947,michaelmatthews@barry-weaver.com,2022-12-08 22:51:00,126.00,CLO-025,2,31.88,63.76
#105948,michaelmatthews@barry-weaver.com,2022-12-12 08:18:00,95.08,CLO-028,1,65.89,65.89
#105948,michaelmatthews@barry-weaver.com,2022-12-12 08:18:00,95.08,ELE-018,2,14.59,29.18
#105949,michaelmatthews@barry-weaver.com,2023-02-17 03:38:00,151.86,BEA-020,2,15.22,30.43
#105949,michaelmatthews@barry-weaver.com,2023-02-17 03:38:00,151.86,BOO-027,3,40.48,121.43
#105950,michaelmatthews@barry-weaver.com,2023-02-21 19:19:00,106.43,SPO-002,2,33.50,67.00
#105950,michaelmatthews@barry-weaver.com,2023-02-21 19:19:00,106.43,ELE-011,1,39.43,39.43
#105951,michaelmatthews@barry-weaver.com,2023-02-02 04:14:00,125.45,SPO-003,3,19.74,59.23
#105951,michaelmatthews@barry-weaver.com,2023-02-02 04:14:00,125.45,BEA-028,2,5.00,10.00
#105951,michaelmatthews@barry-weaver.com,2023-02-02 04:14:00,125.45,ELE-024,1,56.22,56.22
#105953,michaelmatthews@barry-weaver.com,2023-05-31 20:06:00,182.42,BOO-005,3,20.49,61.46
#105953,michaelmatthews@barry-weaver.com,2023-05-31 20:06:00,182.42,BEA-021,1,40.73,40.73
#105953,michaelmatthews@barry-weaver.com,2023-05-31 20:06:00,182.42,ELE-015,2,40.12,80.23
#105954,destrada@gonzalez.org,2022-10-25 05:31:00,151.98,ELE-015,3,30.07,90.21
#105954,destrada@gonzalez.org,2022-10-25 05:31:00,151.98,SPO-022,2,21.22,42.44
#105954,destrada@gonzalez.org,2022-10-25 05:31:00,151.98,SPO-006,1,19.33,19.33
#105956,destrada@gonzalez.org,2022-11-19 19:17:00,77.60,BEA-015,3,18.89,56.67
#105956,destrada@gonzalez.org,2022-11-19 19:17:00,77.60,BOO-022,1,20.93,20.93
#105957,destrada@gonzalez.org,2022-11-27 05:25:00,51.52,BOO-028,1,15.77,15.77
#105957,destrada@gonzalez.org,2022-11-27 05:25:00,51.52,BOO-016,2,17.87,35.75
#105958,destrada@gonzalez.org,2022-11-07 11:40:00,152.25,ELE-023,3,50.75,152.25
#105958,frank73@yahoo.com,2022-08-16 15:06:00,161.74,BOO-016,2,44.56,89.13
#105958,frank73@yahoo.com,2022-08-16 15:06:00,161.74,BEA-001,3,24.20,72.61
#105959,frank73@yahoo.com,2022-10-10 07:15:00,23.36,ELE-016,1,23.36,23.36
#105960,frank73@yahoo.com,2022-10-17 05:42:00,78.72,BEA-012,3,26.24,78.72
#105960,frank73@yahoo.com,2022-10-21 02:48:00,56.92,BEA-025,1,56.92,56.92
#105961,amooney@gmail.com,2022-10-15 18:42:00,74.57,ELE-026,1,6.27,6.27
#105961,amooney@gmail.com,2022-10-15 18:42:00,74.57,BEA-004,1,68.30,68.30
#105962,amooney@gmail.com,2022-11-15 10:04:00,43.93,SPO-003,1,34.03,34.03
#105962,amooney@gmail.com,2022-11-15 10:04:00,43.93,CLO-007,1,9.89,9.89
#105963,amooney@gmail.com,2022-11-09 07:46:00,110.02,CLO-019,3,36.67,110.02
#105963,amooney@gmail.com,2022-11-01 12:39:00,261.96,HOM-019,1,47.40,47.40
#105963,amooney@gmail.com,2022-11-01 12:39:00,261.96,SPO-001,2,46.40,92.81
#105963,amooney@gmail.com,2022-11-01 12:39:00,261.96,SPO-019,3,40.58,121.75
#105965,amooney@gmail.com,2023-01-30 13:52:00,327.28,CLO-008,3,31.57,94.72
#105965,amooney@gmail.com,2023-01-30 13:52:00,327.28,ELE-001,3,36.82,110.45
#105965,amooney@gmail.com,2023-01-30 13:52:00,327.28,BOO-007,3,40.70,122.11
#105966,vjohnson@warner.com,2023-04-10 08:19:00,92.45,ELE-021,2,46.23,92.45
#105967,vjohnson@warner.com,2023-04-04 07:59:00,205.51,BOO-022,3,28.91,86.73
#105967,vjohnson@warner.com,2023-04-04 07:59:00,205.51,BEA-018,3,23.50,70.49
#105967,vjohnson@warner.com,2023-04-04 07:59:00,205.51,ELE-009,2,24.15,48.29
#105968,vjohnson@warner.com,2023-05-25 00:51:00,67.05,ELE-006,1,67.05,67.05
#105969,vjohnson@warner.com,2023-05-25 07:27:00,322.10,BOO-002,3,32.03,96.09
#105969,vjohnson@warner.com,2023-05-25 07:27:00,322.10,BEA-010,2,20.83,41.66
#105969,vjohnson@warner.com,2023-05-25 07:27:00,322.10,BOO-005,3,61.45,184.35
#105970,vjohnson@warner.com,2023-05-09 12:00:00,187.33,BEA-020,3,29.34,88.02
#105970,vjohnson@warner.com,2023-05-09 12:00:00,187.33,ELE-004,1,33.90,33.90
#105970,vjohnson@warner.com,2023-05-09 12:00:00,187.33,ELE-017,3,21.80,65.41
#105972,harrischarles@donovan-macias.biz,2022-06-26 13:13:00,50.59,BEA-009,2,25.30,50.59
#105972,harrischarles@donovan-macias.biz,2022-06-05 02:07:00,113.75,HOM-015,1,25.16,25.16
#105972,harrischarles@donovan-macias.biz,2022-06-05 02:07:00,113.75,BOO-017,1,19.87,19.87
#105972,harrischarles@donovan-macias.biz,2022-06-05 02:07:00,113.75,HOM-016,2,34.36,68.72
#105974,harrischarles@donovan-macias.biz,2022-08-21 02:17:00,183.02,ELE-015,2,39.29,78.58
#105974,harrischarles@donovan-macias.biz,2022-08-21 02:17:00,183.02,ELE-016,1,41.29,41.29
#105974,harrischarles@donovan-macias.biz,2022-08-21 02:17:00,183.02,CLO-008,2,31.57,63.15
#105975,harrischarles@donovan-macias.biz,2022-08-13 07:15:00,81.52,BEA-025,1,44.24,44.24
#105975,harrischarles@donovan-macias.biz,2022-08-13 07:15:00,81.52,CLO-022,2,18.64,37.28
#105976,harrischarles@donovan-macias.biz,2022-09-02 04:28:00,286.53,ELE-023,2,46.07,92.13
#105976,harrischarles@donovan-macias.biz,2022-09-02 04:28:00,286.53,HOM-018,1,35.41,35.41
#105976,harrischarles@donovan-macias.biz,2022-09-02 04:28:00,286.53,SPO-023,2,79.50,158.99
#105978,harrischarles@donovan-macias.biz,2022-09-02 07:38:00,198.08,ELE-008,3,32.05,96.15
#105978,harrischarles@donovan-macias.biz,2022-09-02 07:38:00,198.08,BOO-008,2,50.97,101.93
#105979,harrischarles@donovan-macias.biz,2022-10-23 09:45:00,185.40,SPO-028,3,35.42,106.27
#105979,harrischarles@donovan-macias.biz,2022-10-23 09:45:00,185.40,CLO-018,2,39.57,79.13
#105980,harrischarles@donovan-macias.biz,2022-10-13 18:02:00,189.49,HOM-025,3,49.16,147.47
#105980,harrischarles@donovan-macias.biz,2022-10-13 18:02:00,189.49,BOO-028,1,37.02,37.02
#105980,harrischarles@donovan-macias.biz,2022-10-13 18:02:00,189.49,BOO-015,1,5.00,5.00
#105981,harrischarles@donovan-macias.biz,2022-10-29 18:36:00,278.17,BOO-020,3,48.93,146.79
#105981,harrischarles@donovan-macias.biz,2022-10-29 18:36:00,278.17,CLO-029,1,40.83,40.83
#105981,harrischarles@donovan-macias.biz,2022-10-29 18:36:00,278.17,SPO-010,3,30.19,90.56
#105983,harrischarles@donovan-macias.biz,2022-11-25 10:44:00,60.66,SPO-025,2,30.33,60.66
#105983,harrischarles@donovan-macias.biz,2022-11-01 13:33:00,214.47,CLO-021,3,41.20,123.61
#105983,harrischarles@donovan-macias.biz,2022-11-01 13:33:00,214.47,HOM-018,3,30.29,90.86
#105984,qbarry@valenzuela.com,2022-12-05 13:19:00,119.53,BOO-017,3,39.84,119.53
#105985,qbarry@valenzuela.com,2022-12-20 13:10:00,163.80,CLO-019,3,33.47,100.41
#105985,qbarry@valenzuela.com,2022-12-20 13:10:00,163.80,BEA-002,3,21.13,63.38
#105986,qbarry@valenzuela.com,2023-01-31 11:12:00,79.67,BEA-007,3,26.56,79.67
#105986,qbarry@valenzuela.com,2023-01-07 12:19:00,49.06,BEA-024,1,27.51,27.51
#105986,qbarry@valenzuela.com,2023-01-07 12:19:00,49.06,SPO-028,1,21.55,21.55
#105987,qbarry@valenzuela.com,2023-01-31 18:05:00,153.56,BOO-012,1,24.26,24.26
#105987,qbarry@valenzuela.com,2023-01-31 18:05:00,153.56,ELE-023,2,16.28,32.55
#105987,qbarry@valenzuela.com,2023-01-31 18:05:00,153.56,BEA-029,2,48.37,96.75
#105989,qbarry@valenzuela.com,2023-03-21 22:55:00,239.90,BOO-030,3,28.41,85.23
#105989,qbarry@valenzuela.com,2023-03-21 22:55:00,239.90,HOM-027,2,28.19,56.39
#105989,qbarry@valenzuela.com,2023-03-21 22:55:00,239.90,BOO-006,3,32.76,98.28
#105990,qbarry@valenzuela.com,2023-06-26 21:48:00,61.47,BOO-015,1,61.47,61.47
#105991,qbarry@valenzuela.com,2023-06-01 10:39:00,38.83,BOO-017,1,38.83,38.83
#105991,susan73@gmail.com,2022-02-25 19:14:00,146.74,CLO-009,1,52.79,52.79
#105991,susan73@gmail.com,2022-02-25 19:14:00,146.74,SPO-011,3,5.00,15.00
#105991,susan73@gmail.com,2022-02-25 19:14:00,146.74,BOO-021,2,39.47,78.95
#105993,imccarthy@pratt.com,2023-04-28 10:06:00,154.31,CLO-002,1,24.40,24.40
#105993,imccarthy@pratt.com,2023-04-28 10:06:00,154.31,BEA-016,2,46.47,92.94
#105993,imccarthy@pratt.com,2023-04-28 10:06:00,154.31,CLO-004,2,18.48,36.97
#105994,imccarthy@pratt.com,2023-04-22 20:40:00,203.97,BOO-003,2,63.61,127.21
#105994,imccarthy@pratt.com,2023-04-22 20:40:00,203.97,SPO-030,2,38.38,76.76
#105995,imccarthy@pratt.com,2023-04-11 14:16:00,140.26,BOO-003,2,45.81,91.62
#105995,imccarthy@pratt.com,2023-04-11 14:16:00,140.26,HOM-017,1,48.65,48.65
#105996,juan22@gmail.com,2022-05-25 18:09:00,87.41,BOO-004,3,25.80,77.41
#105996,juan22@gmail.com,2022-05-25 18:09:00,87.41,ELE-021,2,5.00,10.00
#105997,juan22@gmail.com,2022-05-27 07:28:00,180.75,ELE-004,1,47.52,47.52
#105997,juan22@gmail.com,2022-05-27 07:28:00,180.75,BEA-006,1,19.54,19.54
#105997,juan22@gmail.com,2022-05-27 07:28:00,180.75,HOM-011,3,37.90,113.69
#105999,juan22@gmail.com,2022-06-11 23:55:00,5.00,ELE-016,1,5.00,5.00
#105999,juan22@gmail.com,2022-06-25 19:13:00,132.66,SPO-013,3,44.22,132.66
#106000,juan22@gmail.com,2022-07-28 15:40:00,111.75,HOM-004,3,37.25,111.75
#106000,juan22@gmail.com,2022-08-07 11:23:00,133.07,SPO-012,3,44.36,133.07
#106001,juan22@gmail.com,2022-08-22 05:53:00,131.45,BOO-025,1,46.00,46.00
#106001,juan22@gmail.com,2022-08-22 05:53:00,131.45,BOO-015,1,62.26,62.26
#106001,juan22@gmail.com,2022-08-22 05:53:00,131.45,CLO-020,1,23.18,23.18
#106002,juan22@gmail.com,2022-08-23 13:09:00,240.77,CLO-020,2,21.72,43.44
#106002,juan22@gmail.com,2022-08-23 13:09:00,240.77,SPO-029,2,38.04,76.08
#106002,juan22@gmail.com,2022-08-23 13:09:00,240.77,HOM-026,3,40.42,121.25
#106004,juan22@gmail.com,2022-10-13 15:00:00,10.00,SPO-024,2,5.00,10.00
#106004,juan22@gmail.com,2022-10-07 23:33:00,190.85,CLO-012,2,38.51,77.02
#106004,juan22@gmail.com,2022-10-07 23:33:00,190.85,HOM-025,1,19.29,19.29
#106004,juan22@gmail.com,2022-10-07 23:33:00,190.85,ELE-017,2,47.27,94.54
#106006,lporter@hotmail.com,2022-05-11 00:16:00,46.12,SPO-006,1,46.12,46.12
#106006,lporter@hotmail.com,2022-05-23 07:05:00,183.23,BOO-023,2,26.04,52.09
#106006,lporter@hotmail.com,2022-05-23 07:05:00,183.23,BEA-003,3,43.71,131.14
#106007,mrodriguez@wright.info,2022-07-02 04:56:00,35.63,CLO-022,1,35.63,35.63
#106008,mrodriguez@wright.info,2022-07-01 17:07:00,162.24,ELE-009,1,22.63,22.63
#106008,mrodriguez@wright.info,2022-07-01 17:07:00,162.24,BEA-003,2,25.88,51.75
#106008,mrodriguez@wright.info,2022-07-01 17:07:00,162.24,BEA-006,3,29.29,87.86
#106009,mrodriguez@wright.info,2022-07-07 16:02:00,97.68,ELE-015,3,32.56,97.68
#106010,mrodriguez@wright.info,2022-08-28 03:30:00,81.73,BOO-026,2,22.83,45.67
#106010,mrodriguez@wright.info,2022-08-28 03:30:00,81.73,SPO-019,1,36.07,36.07
#106011,mrodriguez@wright.info,2022-10-15 09:30:00,122.29,BOO-017,2,38.56,77.12
#106011,mrodriguez@wright.info,2022-10-15 09:30:00,122.29,CLO-023,1,45.17,45.17
#106012,mrodriguez@wright.info,2022-10-04 22:48:00,338.69,BOO-009,3,49.85,149.55
#106012,mrodriguez@wright.info,2022-10-04 22:48:00,338.69,HOM-014,3,44.75,134.26
#106012,mrodriguez@wright.info,2022-10-04 22:48:00,338.69,BOO-026,2,27.45,54.89
#106013,mrodriguez@wright.info,2022-12-12 05:22:00,185.18,BEA-020,1,61.62,61.62
#106013,mrodriguez@wright.info,2022-12-12 05:22:00,185.18,HOM-010,1,24.28,24.28
#106013,mrodriguez@wright.info,2022-12-12 05:22:00,185.18,CLO-010,3,33.09,99.27
#106015,mrodriguez@wright.info,2023-01-23 05:52:00,194.13,CLO-010,3,18.39,55.18
#106015,mrodriguez@wright.info,2023-01-23 05:52:00,194.13,BOO-005,2,22.55,45.10
#106015,mrodriguez@wright.info,2023-01-23 05:52:00,194.13,BEA-006,3,31.28,93.85
#106016,pdonaldson@gilmore.net,2022-01-08 02:37:00,208.32,HOM-022,3,46.73,140.20
#106016,pdonaldson@gilmore.net,2022-01-08 02:37:00,208.32,SPO-027,1,5.00,5.00
#106016,pdonaldson@gilmore.net,2022-01-08 02:37:00,208.32,BEA-015,2,31.56,63.12
#106018,pdonaldson@gilmore.net,2022-01-25 20:10:00,83.49,HOM-011,3,27.83,83.49
#106018,pdonaldson@gilmore.net,2022-03-27 06:08:00,90.90,CLO-016,3,24.06,72.18
#106018,pdonaldson@gilmore.net,2022-03-27 06:08:00,90.90,BOO-011,1,18.72,18.72
#106019,pdonaldson@gilmore.net,2022-05-28 05:49:00,101.43,BOO-008,1,51.56,51.56
#106019,pdonaldson@gilmore.net,2022-05-28 05:49:00,101.43,HOM-014,3,16.62,49.87
#106020,pdonaldson@gilmore.net,2022-05-10 10:11:00,18.79,CLO-028,3,6.26,18.79
#106021,pdonaldson@gilmore.net,2022-06-15 00:59:00,56.28,ELE-018,2,28.14,56.28
#106021,jennifer25@hotmail.com,2022-07-28 17:39:00,22.37,HOM-015,1,22.37,22.37
#106022,kylejohnson@johnson-wilson.info,2022-10-31 21:52:00,54.33,SPO-022,1,54.33,54.33
#106022,kylejohnson@johnson-wilson.info,2022-10-05 09:18:00,191.13,SPO-029,2,42.45,84.91
#106022,kylejohnson@johnson-wilson.info,2022-10-05 09:18:00,191.13,HOM-005,1,20.97,20.97
#106022,kylejohnson@johnson-wilson.info,2022-10-05 09:18:00,191.13,BOO-006,2,42.63,85.26
#106024,kylejohnson@johnson-wilson.info,2022-10-03 03:32:00,29.29,ELE-025,1,29.29,29.29
#106024,kylejohnson@johnson-wilson.info,2022-12-26 23:26:00,85.68,BOO-020,1,37.31,37.31
#106024,kylejohnson@johnson-wilson.info,2022-12-26 23:26:00,85.68,HOM-029,1,48.37,48.37
#106025,perezjames@martinez.org,2022-02-18 23:38:00,222.56,CLO-028,3,24.85,74.56
#106025,perezjames@martinez.org,2022-02-18 23:38:00,222.56,BOO-008,1,43.18,43.18
#106025,perezjames@martinez.org,2022-02-18 23:38:00,222.56,HOM-014,2,52.41,104.82
#106027,perezjames@martinez.org,2022-02-18 00:43:00,165.71,SPO-030,1,22.21,22.21
#106027,perezjames@martinez.org,2022-02-18 00:43:00,165.71,BEA-002,1,58.90,58.90
#106027,perezjames@martinez.org,2022-02-18 00:43:00,165.71,BEA-023,3,28.20,84.59
#106028,perezjames@martinez.org,2022-05-23 07:33:00,80.37,ELE-001,2,40.19,80.37
#106029,hsmith@jones.com,2023-05-08 22:08:00,101.65,BOO-012,3,33.88,101.65
#106029,hsmith@jones.com,2023-05-23 04:22:00,137.21,HOM-023,2,42.56,85.12
#106029,hsmith@jones.com,2023-05-23 04:22:00,137.21,HOM-012,1,52.10,52.10
#106030,stevenscole@jones.com,2022-03-21 10:36:00,107.15,ELE-010,2,36.92,73.83
#106030,stevenscole@jones.com,2022-03-21 10:36:00,107.15,BEA-019,2,16.66,33.32
#106031,stevenscole@jones.com,2022-03-20 12:31:00,25.63,ELE-014,1,25.63,25.63
#106032,stevenscole@jones.com,2022-04-02 10:11:00,234.46,ELE-027,3,47.54,142.62
#106032,stevenscole@jones.com,2022-04-02 10:11:00,234.46,BOO-003,3,17.00,51.01
#106032,stevenscole@jones.com,2022-04-02 10:11:00,234.46,BOO-027,1,40.83,40.83
#106033,stevenscole@jones.com,2022-05-01 04:59:00,159.09,SPO-023,3,53.03,159.09
#106034,stevenscole@jones.com,2022-06-08 10:13:00,21.89,ELE-019,1,21.89,21.89
#106034,stevenscole@jones.com,2022-06-04 22:11:00,70.10,ELE-023,1,5.00,5.00
#106034,stevenscole@jones.com,2022-06-04 22:11:00,70.10,CLO-027,1,44.40,44.40
#106034,stevenscole@jones.com,2022-06-04 22:11:00,70.10,BEA-018,1,20.70,20.70
#106036,stevenscole@jones.com,2022-06-24 06:39:00,353.99,BOO-023,3,39.19,117.56
#106036,stevenscole@jones.com,2022-06-24 06:39:00,353.99,CLO-016,3,44.04,132.13
#106036,stevenscole@jones.com,2022-06-24 06:39:00,353.99,SPO-016,2,52.15,104.30
#106037,stevenscole@jones.com,2022-08-15 01:31:00,53.76,SPO-018,1,53.76,53.76
#106038,stevenscole@jones.com,2022-08-06 12:25:00,70.33,SPO-027,3,23.44,70.33
#106038,stevenscole@jones.com,2022-08-28 07:41:00,120.06,CLO-023,2,11.37,22.73
#106038,stevenscole@jones.com,2022-08-28 07:41:00,120.06,CLO-004,2,5.00,10.00
#106038,stevenscole@jones.com,2022-08-28 07:41:00,120.06,ELE-029,3,29.11,87.33
#106040,stevenscole@jones.com,2022-09-10 00:15:00,52.55,BEA-002,3,17.52,52.55
#106040,stevenscole@jones.com,2022-09-03 09:56:00,118.14,BEA-026,3,26.96,80.88
#106040,stevenscole@jones.com,2022-09-03 09:56:00,118.14,CLO-014,1,37.26,37.26
#106041,stevenscole@jones.com,2022-09-11 02:08:00,80.12,SPO-022,1,26.81,26.81
#106041,stevenscole@jones.com,2022-09-11 02:08:00,80.12,HOM-012,1,53.31,53.31
#106042,vortega@hahn.biz,2022-03-21 15:03:00,152.02,BEA-010,2,28.58,57.16
#106042,vortega@hahn.biz,2022-03-21 15:03:00,152.02,BEA-028,1,51.44,51.44
#106042,vortega@hahn.biz,2022-03-21 15:03:00,152.02,BEA-013,1,43.42,43.42
#106044,vortega@hahn.biz,2022-03-29 05:49:00,333.73,ELE-021,3,41.26,123.79
#106044,vortega@hahn.biz,2022-03-29 05:49:00,333.73,SPO-020,3,69.98,209.94
#106045,vortega@hahn.biz,2022-03-07 07:37:00,184.45,HOM-029,1,34.31,34.31
#106045,vortega@hahn.biz,2022-03-07 07:37:00,184.45,SPO-013,3,31.85,95.55
#106045,vortega@hahn.biz,2022-03-07 07:37:00,184.45,CLO-021,1,54.58,54.58
#106046,vortega@hahn.biz,2022-04-22 13:27:00,81.24,SPO-007,2,40.62,81.24
#106047,psteele@powers.com,2022-07-17 00:52:00,172.44,ELE-011,1,47.39,47.39
#106047,psteele@powers.com,2022-07-17 00:52:00,172.44,SPO-004,3,41.69,125.06
#106048,psteele@powers.com,2022-08-16 17:20:00,124.07,BEA-004,3,41.36,124.07
#106048,psteele@powers.com,2022-09-18 19:01:00,135.30,ELE-003,3,5.00,15.00
#106048,psteele@powers.com,2022-09-18 19:01:00,135.30,SPO-002,2,31.11,62.22
#106048,psteele@powers.com,2022-09-18 19:01:00,135.30,BEA-009,2,29.04,58.08
#106050,psteele@powers.com,2022-09-06 22:46:00,245.78,HOM-024,3,35.65,106.96
#106050,psteele@powers.com,2022-09-06 22:46:00,245.78,SPO-021,1,40.70,40.70
#106050,psteele@powers.com,2022-09-06 22:46:00,245.78,BOO-027,3,32.71,98.12
#106051,psteele@powers.com,2022-09-01 03:53:00,221.51,BOO-015,2,31.25,62.50
#106051,psteele@powers.com,2022-09-01 03:53:00,221.51,HOM-012,3,37.11,111.33
#106051,psteele@powers.com,2022-09-01 03:53:00,221.51,HOM-003,1,47.69,47.69
#106053,psteele@powers.com,2022-10-18 15:44:00,198.89,BOO-011,1,35.76,35.76
#106053,psteele@powers.com,2022-10-18 15:44:00,198.89,CLO-014,2,43.75,87.50
#106053,psteele@powers.com,2022-10-18 15:44:00,198.89,CLO-005,3,25.21,75.63
#106054,psteele@powers.com,2022-10-07 12:31:00,232.99,BOO-007,3,44.55,133.64
#106054,psteele@powers.com,2022-10-07 12:31:00,232.99,SPO-017,3,21.88,65.64
#106054,psteele@powers.com,2022-10-07 12:31:00,232.99,CLO-019,1,33.70,33.70
#106056,psteele@powers.com,2022-10-17 04:24:00,40.22,CLO-009,1,40.22,40.22
#106056,cindyschneider@yahoo.com,2022-05-08 01:00:00,99.68,BEA-017,2,49.84,99.68
#106057,kpowell@gmail.com,2022-05-26 11:41:00,209.42,HOM-007,2,39.45,78.90
#106057,kpowell@gmail.com,2022-05-26 11:41:00,209.42,CLO-011,1,38.66,38.66
#106057,kpowell@gmail.com,2022-05-26 11:41:00,209.42,BOO-018,2,45.94,91.87
#106058,kpowell@gmail.com,2022-06-13 10:46:00,178.29,HOM-005,3,42.28,126.85
#106058,kpowell@gmail.com,2022-06-13 10:46:00,178.29,BOO-008,3,17.15,51.44
#106059,kpowell@gmail.com,2022-06-23 21:39:00,132.46,HOM-008,3,44.15,132.46
#106060,kpowell@gmail.com,2022-06-11 20:37:00,97.99,HOM-017,1,24.35,24.35
#106060,kpowell@gmail.com,2022-06-11 20:37:00,97.99,HOM-022,2,36.82,73.64
#106061,kpowell@gmail.com,2022-07-14 01:49:00,29.67,SPO-001,1,29.67,29.67
#106061,kpowell@gmail.com,2022-07-14 16:35:00,128.85,SPO-018,2,53.22,106.44
#106061,kpowell@gmail.com,2022-07-14 16:35:00,128.85,BOO-029,1,22.41,22.41
#106062,kpowell@gmail.com,2022-09-04 10:48:00,64.17,SPO-029,2,32.09,64.17
#106063,dcooper@gmail.com,2022-08-13 14:39:00,96.58,BEA-025,1,29.80,29.80
#106063,dcooper@gmail.com,2022-08-13 14:39:00,96.58,CLO-007,2,33.39,66.78
#106064,dcooper@gmail.com,2022-08-12 00:26:00,270.65,ELE-017,3,36.43,109.29
#106064,dcooper@gmail.com,2022-08-12 00:26:00,270.65,BEA-028,1,34.72,34.72
#106064,dcooper@gmail.com,2022-08-12 00:26:00,270.65,ELE-009,3,42.21,126.64
#106065,dcooper@gmail.com,2022-08-02 14:27:00,161.55,SPO-008,3,37.64,112.92
#106065,dcooper@gmail.com,2022-08-02 14:27:00,161.55,SPO-025,1,48.62,48.62
#106066,dcooper@gmail.com,2022-09-05 07:04:00,187.29,CLO-014,1,43.37,43.37
#106066,dcooper@gmail.com,2022-09-05 07:04:00,187.29,BEA-010,3,47.98,143.93
#106067,dcooper@gmail.com,2022-09-26 00:17:00,14.98,CLO-016,1,14.98,14.98
#106068,dcooper@gmail.com,2022-09-17 04:42:00,340.12,SPO-003,3,62.40,187.19
#106068,dcooper@gmail.com,2022-09-17 04:42:00,340.12,HOM-016,2,19.09,38.17
#106068,dcooper@gmail.com,2022-09-17 04:42:00,340.12,CLO-020,3,38.25,114.75
#106069,dcooper@gmail.com,2022-10-23 02:12:00,70.28,ELE-007,3,23.43,70.28
#106070,dcooper@gmail.com,2022-10-27 08:40:00,37.76,ELE-004,1,37.76,37.76
#106070,dcooper@gmail.com,2022-10-26 02:14:00,230.07,BOO-006,3,27.75,83.25
#106070,dcooper@gmail.com,2022-10-26 02:14:00,230.07,BEA-011,1,52.55,52.55
#106070,dcooper@gmail.com,2022-10-26 02:14:00,230.07,ELE-010,2,47.14,94.27
#106072,dcooper@gmail.com,2023-01-08 05:29:00,65.39,HOM-006,1,20.47,20.47
#106072,dcooper@gmail.com,2023-01-08 05:29:00,65.39,BOO-023,1,44.92,44.92
#106073,dcooper@gmail.com,2023-01-26 12:16:00,134.30,HOM-017,2,12.36,24.71
#106073,dcooper@gmail.com,2023-01-26 12:16:00,134.30,CLO-028,2,31.62,63.23
#106073,dcooper@gmail.com,2023-01-26 12:16:00,134.30,HOM-011,1,46.35,46.35
#106074,dcooper@gmail.com,2023-01-27 04:00:00,168.53,SPO-020,3,21.72,65.15
#106074,dcooper@gmail.com,2023-01-27 04:00:00,168.53,SPO-007,2,36.24,72.48
#106074,dcooper@gmail.com,2023-01-27 04:00:00,168.53,HOM-030,1,30.89,30.89
#106076,dcooper@gmail.com,2023-02-15 14:54:00,244.14,BOO-021,2,42.41,84.82
#106076,dcooper@gmail.com,2023-02-15 14:54:00,244.14,BOO-011,2,18.60,37.19
#106076,dcooper@gmail.com,2023-02-15 14:54:00,244.14,CLO-016,3,40.71,122.13
#106077,bellrebecca@hayes.com,2023-06-21 15:57:00,209.27,CLO-021,2,26.31,52.62
#106077,bellrebecca@hayes.com,2023-06-21 15:57:00,209.27,BOO-022,1,69.26,69.26
#106077,bellrebecca@hayes.com,2023-06-21 15:57:00,209.27,SPO-026,2,43.69,87.39
#106079,bellrebecca@hayes.com,2023-06-12 03:21:00,30.02,HOM-021,1,30.02,30.02
#106079,bellrebecca@hayes.com,2023-06-20 06:49:00,126.07,CLO-016,3,42.02,126.07
#106080,rebecca96@gmail.com,2022-05-26 21:04:00,298.36,BOO-007,2,28.78,57.56
#106080,rebecca96@gmail.com,2022-05-26 21:04:00,298.36,SPO-012,3,55.41,166.24
#106080,rebecca96@gmail.com,2022-05-26 21:04:00,298.36,ELE-009,2,37.28,74.56
#106081,rebecca96@gmail.com,2022-05-24 07:50:00,224.61,BOO-013,3,57.97,173.91
